Artist,Title,Key,BPM,Genre
Distinkt,Xtraterrestrial,C min,127,Garage / Bassline / Grime
Foamo,Without You,F min,127,Garage / Bassline / Grime
Hot Goods,Dead Prez,A min,128,Garage / Bassline / Grime
Mind Of A Dragon,Wheel Up,A maj,125,Garage / Bassline / Grime
S.P.Y,See Your Face Again,A min,140,Garage / Bassline / Grime
Tuff Culture,Quarks,A♯ min,132,Garage / Bassline / Grime
Ghost,The Club,D min,136,Garage / Bassline / Grime
Dommix,Ear Raid,A♯ maj,128,Garage / Bassline / Grime
Cajama,Wow,G min,133,Garage / Bassline / Grime
Sammy Virji,Promise Me,E min,140,Garage / Bassline / Grime
Sammy Virji,Shapes (Oh Will),D min,136,Garage / Bassline / Grime
Distinkt,Shegs,D♯ min,125,Garage / Bassline / Grime
Hadean,The Vibe,A min,128,Garage / Bassline / Grime
Zero,Broken,A♯ maj,128,Garage / Bassline / Grime
Swerve,Rocket,F♯ min,130,Garage / Bassline / Grime
Royal Flush,Cut Ties,A♯ min,133,Garage / Bassline / Grime
Soulecta,Walk Away feat. Elliot Chapman,G♯ min,133,Garage / Bassline / Grime
Killa P,"Topper Top (feat. Teddy Bruckshot, Lady Chann & Killa P)",G♭ maj,140,Garage / Bassline / Grime
MURIX,Like This,D min,132,Garage / Bassline / Grime
DJ Die,One Day,D min,134,Garage / Bassline / Grime
CJ Reign,Move My Way,B min,132,Garage / Bassline / Grime
Chris Lorenzo,Shutdown,A♯ maj,130,Garage / Bassline / Grime
AC Slater,Louis V,E♭ maj,128,Garage / Bassline / Grime
AC Slater,Fly Kicks,G♭ maj,125,Garage / Bassline / Grime
B-15 Project,Girls Like Us feat. Crissy D feat. Lady G,G min,130,Garage / Bassline / Grime
Roy Davis Jr.,Gabriel,D♭ min,129,Garage / Bassline / Grime
Wölfe,Do Me Right,A♯ maj,135,Garage / Bassline / Grime
Smokey Bubblin' B,Brock Out,A min,130,Garage / Bassline / Grime
Gofra Maslow,De Ja Vu,C min,128,Garage / Bassline / Grime
Nocturnal Sunshine,Radiate,B maj,140,Garage / Bassline / Grime
CJ Reign,Lift Me Up,E min,130,Garage / Bassline / Grime
AC Slater,Step Back (feat. Armanni Reign),F maj,129,Garage / Bassline / Grime
Taiki Nulight,No Warning,G min,126,Garage / Bassline / Grime
Wittyboy,Narcos,A♯ min,130,Garage / Bassline / Grime
Sammy Virji,Believing,A min,130,Garage / Bassline / Grime
MJ Cole,If Only,G min,130,Garage / Bassline / Grime
Soundbwoy Killah,Turn off the Lights,G♭ min,129,Garage / Bassline / Grime
Virus Syndicate,Badder,E maj,75,Garage / Bassline / Grime
Groove Chronicles (Noodles),Stone Cold,G min,135,Garage / Bassline / Grime
Atrip,Faceplant,D min,145,Garage / Bassline / Grime
Axel Boy,Feel It Deep,E min,132,Garage / Bassline / Grime
Disperto Certain,Badly Approved,G min,128,Garage / Bassline / Grime
Brunelle,Wilder Nights,F min,124,Garage / Bassline / Grime
Uppermost,Forever Present,C maj,140,Garage / Bassline / Grime
Kyst Cortez,Same Way,A♯ min,130,Garage / Bassline / Grime
Henry Wallis,Tumble,E min,125,Garage / Bassline / Grime
Relique,85%%,A min,140,Garage / Bassline / Grime
Skinner,Falling,F♯ maj,134,Garage / Bassline / Grime
Drama,Let It Go,A min,130,Garage / Bassline / Grime
CJ Reign,Move My Way,B min,132,Garage / Bassline / Grime
Higgo,Crazy,A♯ maj,133,Garage / Bassline / Grime
Flowdan,Run Out,C maj,140,Garage / Bassline / Grime
NotioN,Deadly Weapon,C maj,126,Garage / Bassline / Grime
Sinden,No Good,F♯ min,128,Garage / Bassline / Grime
AC Slater,IFU,F♯ min,128,Garage / Bassline / Grime
Mabel,Don't Call Me Up,D maj,130,Garage / Bassline / Grime
Digital Base,Roller Girls,E min,132,Garage / Bassline / Grime
Terror Tone,Mad Ting,A min,127,Garage / Bassline / Grime
Skepsis,Hold It Down feat. Bru-C,C min,134,Garage / Bassline / Grime
DJ Bross,Fuck Lucky Star,A♯ min,130,Garage / Bassline / Grime
FINEART,With U,F min,130,Garage / Bassline / Grime
Numa Crew,We Nuh Tek Talk,G maj,140,Garage / Bassline / Grime
Asha,Only Us (feat. Asha),D min,128,Garage / Bassline / Grime
Murlo,Together,A min,136,Garage / Bassline / Grime
Tru Fonix,In the Corner feat. Stush,D maj,125,Garage / Bassline / Grime
Double 99,Ripgroove,C min,128,Garage / Bassline / Grime
BK2BASSIX,Keeping It Real feat. ABI,F♯ min,130,Garage / Bassline / Grime
Thorpey,Evolution,F maj,140,Garage / Bassline / Grime
Kindred Soul,Butterfly,F maj,132,Garage / Bassline / Grime
Tony Quattro,September,B min,135,Garage / Bassline / Grime
Dialect,Whiskey & Ice,D min,127,Garage / Bassline / Grime
Wittyboy,Feeling,D♯ min,128,Garage / Bassline / Grime
Wittyboy,Operatic,D♯ maj,130,Garage / Bassline / Grime
Hoda,Elephat,A min,127,Garage / Bassline / Grime
Smokey Bubblin' B,Yang,A min,127,Garage / Bassline / Grime
Mind Of A Dragon,Everything,G♯ min,131,Garage / Bassline / Grime
Skittles,The Danger,D♯ min,150,Garage / Bassline / Grime
Bru-C,Heater feat. D Double,A min,130,Garage / Bassline / Grime
Prescribe Da Vibe,Cool Today,C♯ min,130,Garage / Bassline / Grime
Sammy Virji,Get Up,D min,132,Garage / Bassline / Grime
Conducta,Vitamin C,A♯ min,134,Garage / Bassline / Grime
Higgo,Interlude,A♯ maj,130,Garage / Bassline / Grime
NotioN,M.O.D,E maj,132,Garage / Bassline / Grime
Volac,Faith in You (feat. TONYB.),B min,128,Garage / Bassline / Grime
DJ Zinc,Gammy Elbow,A min,130,Garage / Bassline / Grime
Rico Tubbs,Gangsters,E min,89,Garage / Bassline / Grime
Salvatore Ganacci,Horse,A♯ min,146,Hard Dance
Sound Rush,Rhythm Of The Night,C min,150,Hard Dance
D-Block & S-te-Fan,Darkest Hour (The Clock),D♯ min,150,Hard Dance
Outforce,And I'm Like,G♯ min,170,Hard Dance
Alex Kidd,Party Everyday,F♯ min,170,Hard Dance
Technikore,Dimensions,G maj,165,Hard Dance
Timmy Trumpet,Oracle,A min,150,Hard Dance
Da Tweekaz,Jagermeister,G maj,149,Hard Dance
Sikdope,Rave,F♯ maj,150,Hard Dance
B-Front,Elektronic Symphony,A maj,150,Hard Dance
Sub Zero Project,Patient Zero,B min,150,Hard Dance
Dr Phunk,We No Play (feat. Kalibwoy),F♯ min,150,Hard Dance
Headhunterz,Oxygen,C min,150,Hard Dance
Darren Styles,Party Don't Stop,F min,85,Hard Dance
Defekt,Haunt Me,D maj,170,Hard Dance
Refuzion,Ain't No Better Life,F maj,160,Hard Dance
Da Tweekaz,Back And Forth,F maj,150,Hard Dance
Gammer,THE DROP,E maj,160,Hard Dance
Darren Styles,Switch,G♭ min,160,Hard Dance
Bananaman,Cold Walls,C♯ min,170,Hard Dance
Gammer,Crank Up The Dank,F♯ min,170,Hard Dance
W&W,The Light,F♯ min,160,Hard Dance
Macks Wolf,The Spider,G maj,170,Hard Dance
Kronos,The Joker,A♯ min,155,Hard Dance
Frontliner,Dream Dust (2019 Edit),C min,150,Hard Dance
D-Block & S-te-Fan,Angels & Demons (Darren Styles Edit),E min,164,Hard Dance
Ran-D,Zombie,E min,155,Hard Dance
Scott Brown,Every Time I Close My Eyes,G♯ maj,170,Hard Dance
Ran-D,Zombie,E min,170,Hard Dance
Jemma Stevenson,Rise,F♯ min,170,Hard Dance
Cally,Zenith,G min,150,Hard Dance
Kit Hype,Concrete Jungle,F maj,155,Hard Dance
Weaver,Dragonite,F♯ min,150,Hard Dance
Impact & Resist,Someday,G maj,170,Hard Dance
Impact,Addiction,E min,170,Hard Dance
Technikore,Rolling Loud,D♯ maj,165,Hard Dance
Coone,The Elite,F♯ min,150,Hard Dance
Wildstylez,Wolves Cry,E min,150,Hard Dance
Da Tweekaz,Because Of You,F min,150,Hard Dance
Darren Styles,Down With The E,A♭ maj,160,Hard Dance
Jemma Stevenson,Rise,A maj,150,Hard Dance
Frequencerz,Sons Of Anarchy,C min,155,Hard Dance
Ganar,Falling,E min,170,Hard Dance
The Prophet,#13 feat. Mona Rose,A min,152,Hard Dance
Hard Driver,Valley Of The Blind,A♯ min,152,Hard Dance
Technikal,The One,G min,150,Hard Dance
Noisecontrollers,The Time Has Come,G min,150,Hard Dance
Headhunterz,Amen,B min,150,Hard Dance
Technikore,Til I Burn,C maj,170,Hard Dance
Zatox,Cocaine Monster,G♯ min,155,Hard Dance
Surilla,Wild Love,C min,160,Hard Dance
Gammer,Blow This,F maj,160,Hard Dance
Darren Styles,The Dragon,G min,80,Hard Dance
Armin van Buuren,Blah Blah Blah,F min,150,Hard Dance
Jamie B,In My Head,A maj,150,Hard Dance
Imperatorz,Game Tight,F♯ maj,160,Hard Dance
Mc DL,Grace,C♯ min,150,Hard Dance
Ultravibes,Never Come Back,A min,160,Hard Dance
B-Front,Inner Strength,A♯ min,155,Hard Dance
DJ Paul Elstak,Soldaat,F min,168,Hard Dance
Bass Modulators,Silently,D maj,150,Hard Dance
Bloodlust,Imma Boss,A♯ min,155,Hard Dance
Rob Iyf,Fly With You,D maj,170,Hard Dance
Klubfiller,Bamuchi,A maj,170,Hard Dance
Villain,The Solution,F♯ min,160,Hard Dance
Brennan Heart,Show Your True Colors (I AM HARDSTYLE 2019 Anthem),A min,150,Hard Dance
D-Block & S-te-Fan,Forthenite,E min,150,Hard Dance
Wildstylez,Run With The Wolves,E min,150,Hard Dance
Technikore,4AM,C min,165,Hard Dance
D-Block & S-te-Fan,Gave U My Love,F♯ min,150,Hard Dance
Darren Styles,Crash & Burn feat. Giin,E min,160,Hard Dance
Darren Styles,Burning Up,E min,160,Hard Dance
Ummet Ozcan,Trash Moment,G maj,150,Hard Dance
Cesqeaux,Booty Time,E♭ maj,75,Hard Dance
Timmy Trumpet,Punjabi,E maj,150,Hard Dance
Mark NRG,Brain Is The Weapon,A maj,67,Hard Dance
Skipper (CN),Qian,F min,150,Hard Dance
Technikal,A.I.,G♯ min,140,Hard Dance
Klubfiller,Good 2 Me,G min,170,Hard Dance
DJ Delirious,Waiting,A maj,150,Hard Dance
Neroz,Break Your Crew,F♯ min,155,Hard Dance
S2i8,Your Face,D min,170,Hard Dance
Ben G,Deeper Into The Sound,B min,150,Hard Dance
Juyen Sebulba,Short Notice,D♯ min,155,Hard Dance
Al Storm,Thunderground,D min,170,Hard Dance
Artifact,Battle Of The Mind,A maj,155,Hard Dance
Technikore,Speakerbox 2019 (Take On The World),G maj,165,Hard Dance
Sephyx,Almost Home,A min,150,Hard Dance
Dany Bpm,Breaking Down,F♯ min,155,Hard Dance
Marnik,Up & Down,C min,138,Hard Dance
Rebeka,The Shallows,G maj,170,Hard Dance
Weaver,Find You Now,F♯ min,165,Hard Dance
Showtek,Listen To Your Momma Feat. Leon Sherman,B min,150,Hard Dance
Audiofreq,Desire (Audiophetamine Edit),C maj,170,Hard Dance
Yellow Claw,Break of Dawn feat. Stoltenhoff,F maj,145,Hard Dance
Tonic,The Cube (feat. Tonic),G min,170,Hard Dance
Headhunterz,Say My Name,E min,150,Hard Dance
Timmy Trumpet,Mufasa,E min,140,Hard Dance
Brennan Heart,Partyfreak,E maj,150,Hard Dance
Technotronic,Pump Up The Jam,A♭ maj,150,Hard Dance
Kurt Leon,Treibjagd,A♯ maj,127,Hardcore / Hard Techno
Cristian Glitch,Back In The 80s,A min,132,Hardcore / Hard Techno
Niereich,Extraterrestrial Bass,A♯ maj,131,Hardcore / Hard Techno
Niereich,Black Talon,A♯ min,130,Hardcore / Hard Techno
DJ Dextro,Algoritmo,A min,131,Hardcore / Hard Techno
Nostromos,He Was Ready,G maj,128,Hardcore / Hard Techno
Pomella,Mandala,A♯ maj,130,Hardcore / Hard Techno
Mark Dekoda,Lost in the Dark,A maj,128,Hardcore / Hard Techno
ROBPM,Seat Belt,C min,130,Hardcore / Hard Techno
Goncalo M,G-Force,A min,132,Hardcore / Hard Techno
Sopik,Don't Mind,D♯ maj,132,Hardcore / Hard Techno
Axel Karakasis,Stable Isolation,A♯ maj,130,Hardcore / Hard Techno
DJ Murphy,X-Men Turbo,A min,130,Hardcore / Hard Techno
Nova Mentis,Tunnel Vision,B min,127,Hardcore / Hard Techno
DJ Jordan,Up In The Air,C min,130,Hardcore / Hard Techno
NÜWA (BE) ,Mechanic Owl,A maj,130,Hardcore / Hard Techno
Dolby D,Darkspace,A min,132,Hardcore / Hard Techno
KICKREY,I Give You,A♯ min,130,Hardcore / Hard Techno
Vanessa Sukowski,Lucanus Cervus,B min,130,Hardcore / Hard Techno
Roentgen Limiter,The Old School,B min,130,Hardcore / Hard Techno
Atze Ton,Constellation,F♯ maj,129,Hardcore / Hard Techno
Darmec,Zeuzera,D♯ maj,128,Hardcore / Hard Techno
Gemelle,Under The Pillow,D min,133,Hardcore / Hard Techno
Goncalo M,Go Faster & Harder,A min,132,Hardcore / Hard Techno
ROBPM,Tzunami,C min,130,Hardcore / Hard Techno
Otin,Lords of Techno,E♭ min,130,Hardcore / Hard Techno
Darmec,Warrior Funk,G maj,134,Hardcore / Hard Techno
D.A.V.E. The Drummer,Black Spark,A maj,130,Hardcore / Hard Techno
Darmec,Warrior Funk,A min,128,Hardcore / Hard Techno
DJ Dextro,Zircao,D maj,130,Hardcore / Hard Techno
T78,Mantis,G maj,131,Hardcore / Hard Techno
[ Wex 10 ],Acanthus,A maj,128,Hardcore / Hard Techno
Dolby D,Distorted Mind,F♯ min,130,Hardcore / Hard Techno
Darmec,Warrior Funk,A♯ min,130,Hardcore / Hard Techno
EINHORN (DE),Techno Overdose,D♯ min,132,Hardcore / Hard Techno
Goncalo M,Right From Wrong,A♯ maj,131,Hardcore / Hard Techno
Mr. Dela X,Hipno'tico,A min,132,Hardcore / Hard Techno
Marvin Erbe,Legato,B min,135,Hardcore / Hard Techno
Angerfist,Street Fighter,G maj,90,Hardcore / Hard Techno
Alex Endo,Rolls Royce,F maj,131,Hardcore / Hard Techno
DMCK,Reflections Of Your Soul,A min,132,Hardcore / Hard Techno
Levo Black,Disturbed,A min,132,Hardcore / Hard Techno
KICKREY,I Give You,D maj,131,Hardcore / Hard Techno
DJ Dextro,Veneno,E♭ min,132,Hardcore / Hard Techno
Pomella,Cocaine,A♭ maj,128,Hardcore / Hard Techno
Acti,Vicker (T78 2018 Rework),E maj,65,Hardcore / Hard Techno
Cristian Glitch,BACK IN THE 80s,A maj,130,Hardcore / Hard Techno
Darmec,Zeuzera,A min,128,Hardcore / Hard Techno
Radical Redemption,20.000 Volts,F maj,160,Hardcore / Hard Techno
Goncalo M,Infinite Black,G♭ maj,132,Hardcore / Hard Techno
Sopik,Dark Opera,D♭ min,128,Hardcore / Hard Techno
Eugen Kunz,Dirty Panorama,A maj,132,Hardcore / Hard Techno
A.P.,This Sound,A min,128,Hardcore / Hard Techno
Tekno Tom,Tr!P,A♯ min,130,Hardcore / Hard Techno
exploSpirit,The Machines Will Rule U,A min,132,Hardcore / Hard Techno
exploSpirit,Compulsion,B min,134,Hardcore / Hard Techno
Luix Spectrum,Equality,C min,129,Hardcore / Hard Techno
Alex Endo,Pusher,C min,130,Hardcore / Hard Techno
Bruchrille,Control,A min,133,Hardcore / Hard Techno
Marika Rossa,Because,C min,130,Hardcore / Hard Techno
Mark Sherry,Imbecile,D min,128,Hardcore / Hard Techno
G8,Emotional Handicap,A min,130,Hardcore / Hard Techno
E la Luna,Dark Violett,G min,130,Hardcore / Hard Techno
May-i,Won't U,A maj,129,Hardcore / Hard Techno
Freak Unique,Emotions,A min,127,Hardcore / Hard Techno
Freak Unique,Submissive,G♯ min,127,Hardcore / Hard Techno
Atze Ton,Horns,D♯ min,132,Hardcore / Hard Techno
Destroyer,Finish Line,B min,130,Hardcore / Hard Techno
Terra4beat,Don't Loose Your Chance,B maj,132,Hardcore / Hard Techno
A.p.t.a,BT4K,A maj,135,Hardcore / Hard Techno
Terra4beat,Rhapsody,B maj,128,Hardcore / Hard Techno
Niereich,Black Talon,A maj,129,Hardcore / Hard Techno
AnGy KoRe,I Can Force It,G min,135,Hardcore / Hard Techno
Atroxx,Roller,D maj,132,Hardcore / Hard Techno
Pomella,Mandala,D min,128,Hardcore / Hard Techno
Klanglos,Who Am I,A maj,130,Hardcore / Hard Techno
Cristian Glitch,PTR,F maj,133,Hardcore / Hard Techno
Felix Bernhardt,Wet Feather,C maj,129,Hardcore / Hard Techno
Sopik,What You Think,A min,130,Hardcore / Hard Techno
G8,Emotional Handicap,A min,128,Hardcore / Hard Techno
DJ Dextro,Space Rumble,F maj,133,Hardcore / Hard Techno
Eugen Kunz,Fiftysix,C min,132,Hardcore / Hard Techno
E la Luna,Rotation,A maj,130,Hardcore / Hard Techno
Felix Wehden,Aura,A min,130,Hardcore / Hard Techno
TÈCHNĒ,Looking At The Sun,A maj,130,Hardcore / Hard Techno
May-i,Golden Buddha,F♯ min,130,Hardcore / Hard Techno
Kamil Van Derson,Lucania,G♯ min,133,Hardcore / Hard Techno
Kamil Van Derson,Lucania,A min,130,Hardcore / Hard Techno
Lunatique Sublime,Sypher,F♯ maj,130,Hardcore / Hard Techno
Atze Ton,Feel the Rhythm,D♯ maj,130,Hardcore / Hard Techno
Cristian Glitch,BACK IN THE 80s,C♯ min,130,Hardcore / Hard Techno
Reich,Vorwärts,A min,130,Hardcore / Hard Techno
A.p.t.a,BT4K,A maj,133,Hardcore / Hard Techno
Vontech,Faraway,D maj,130,Hardcore / Hard Techno
2bee,Bad Trip in Subotica,A maj,134,Hardcore / Hard Techno
DeKRA,Pyrochroa,F♯ maj,130,Hardcore / Hard Techno
Martyn Päsch,Resonance,A min,132,Hardcore / Hard Techno
D.A.V.E. The Drummer,The Beast,F♯ min,128,Hardcore / Hard Techno
T78,King Randor,C maj,130,Hardcore / Hard Techno
A.Paul,Melodrama,C maj,131,Hardcore / Hard Techno
Leftwing : Kody,I Feel It,D♯ min,126,House
Purple Disco Machine,Body Funk,E min,125,House
Mike Vale,Music Is the Answer,A min,124,House
OFFAIAH,Somewhere Special feat. Cat Connors,F maj,125,House
Brokenears,Feeling Good,A♯ min,123,House
Fiorious,"I'm Not Defeated, Pt. II",E min,125,House
Qubiko,U R,C♯ min,122,House
Jack Back,Survivor,D♯ min,125,House
Soul Reductions,Got 2 Be Loved,B min,122,House
Childish Gambino,This Is America,A min,125,House
Dido,Give You Up,A min,124,House
Julien Jabre,Swimming Places,G min,122,House
Richy Ahmed,Jammin',B maj,128,House
Fatboy Slim,Praise You,A♭ maj,121,House
Darius Syrossian,Unnamed 3,A min,125,House
Mattei & Omich,Dancer,D min,125,House
Saison,The Last Time feat. Leon Lincoln,D min,122,House
Cj Jeff,The Morning After,G maj,125,House
Kevin McKay,Such a Good Feeling,C min,124,House
Benny Bridges,Dance With Somebody,D maj,124,House
Glen Horsborough,You Don't Know,G♯ min,124,House
Kid Enigma,Get Loose,B min,128,House
Richy Ahmed,Sweat,B min,126,House
David Penn,Rollerball,A min,123,House
Ordonez,La Fiesta,D min,125,House
Axwell,Nobody Else,D♯ min,123,House
Sneaky Sound System,Can't Help The Way That I Feel,E♭ min,124,House
Robosonic,In My Arms,G min,123,House
Shakedown,At Night,F min,124,House
Basement Jaxx,Fly Life,D min,125,House
Phil Fuldner,Take Me,A♯ maj,122,House
D.H.S.,The House of God,A♯ maj,125,House
Illyus & Barrientos,The One,C min,125,House
Francois K,Edge Of Time,C min,120,House
Mark Broom,Break 97,D maj,128,House
Roog,Out Of Control,C♯ min,124,House
Dilby,Rio Grande,A♯ maj,123,House
Stromae,Alors On Danse,G♯ min,123,House
Keees.,Somebody,B min,124,House
Weiss (UK),Feel My Needs,E♭ min,122,House
CamelPhat,Cola,B♭ maj,122,House
Joeski,Dia De Ayer feat. Hector Lavoe,C min,123,House
The Chemical Brothers,Got To Keep On,B min,125,House
Adele.Be,Funkin 4 Two,C♯ min,122,House
Dombresky,Simple Hit,A min,124,House
Diplo,Give Dem,A min,123,House
The Chemical Brothers,Got To Keep On,B min,128,House
Sonny Fodera,Into You feat. Sinead Harnett,A♯ min,124,House
Monki,Work It,A♯ min,126,House
PAWSA,Whippin',A min,129,House
Jack Back,(It Happens) Sometimes,B♭ min,122,House
Weiss (UK),Feel My Needs,E♭ min,122,House
Reza,Anthem,D min,125,House
Calvin Harris,I'm Not Alone,D♯ min,128,House
Kormak,Love On The Line,F♯ min,124,House
Agoria,Scala,D min,124,House
Low Steppa,You're My Life,A♯ min,123,House
Kings Of Tomorrow,Finally feat. Julie McKnight,C maj,125,House
Natema,Como va,D maj,125,House
Mele,The 95 Vibe,B min,124,House
OFFAIAH,Push Pull,A♭ maj,125,House
David Penn,Disc-Jockey,D♯ maj,124,House
Mat.Joe,Night & Day,D min,124,House
Purple Disco Machine,Body Funk,A min,124,House
DJ Koze,Pick Up,F maj,125,House
Angel Moraes,Dancin Wit My Baby,A♯ min,128,House
The Mekanism,Jamoree,A♯ min,126,House
PAWSA,Back 2 Front,A min,129,House
David Penn,Nobody,F maj,122,House
DJ Sneak,Wickedy Sounds,G♭ min,130,House
Nautica (UK),Love Question,A min,127,House
Roland Clark,The Soul of a Dj Feat. Roland Clark,A♯ maj,123,House
David Penn,Dynamite,F maj,124,House
Inner City,Till We Meet Again,D♯ min,124,House
Amir Alexander,Blessed Are The Meek,C min,123,House
Emanuel Satie,Queens,B maj,126,House
dOP,Dark Devotion,A min,128,House
Teddy Pendergrass,Life Is A Song Worth Singing,B maj,124,House
Arthur Baker,Higher Power feat. Lumina,D♯ min,123,House
T.U.R.F.,Never Get Enough,D min,119,House
Fiorious,I'm Not Defeated,E maj,118,House
Dario D'Attis,Space & Time feat. Jinadu,A♯ maj,123,House
Kettama,Eastside Avenue,A♯ min,128,House
Xpansions,Move Your Body (Elevation),D maj,127,House
Ella,Hold Me,A♭ min,125,House
Pete Heller's Big Love,Big Love,A maj,127,House
Soul Divide,Rejoice,D min,124,House
Kettama,MAJIK,C♯ min,129,House
Cinthie,Together,E maj,123,House
Start The Party,I Feel Love,G min,125,House
Marco Santoro,Disco Down,D♭ min,123,House
Chus & Ceballos,Kokoro,A min,126,House
A-Trak,Work It Out,A maj,123,House
Huxley,Piano Dance feat. Mr V,D min,123,House
Friend Within,Waiting,B min,124,House
Chris Stussy,Boogie Trippin,G min,124,House
The Chemical Brothers,Got To Keep On,B min,125,House
Arno Cost,Travolta,D min,124,House
Goyah,The Evening,A min,124,House
RareTwo Inc.,Farley,C♯ min,128,House
Peggy Gou,Starry Night,B maj,123,Indie Dance / Nu Disco
Adana Twins,Jumanji,C maj,117,Indie Dance / Nu Disco
Damon Jee,Chamaniac,G maj,120,Indie Dance / Nu Disco
Peggy Gou,Han Pan,F♯ min,126,Indie Dance / Nu Disco
Yolanda Be Cool,Dance and Chant,A maj,124,Indie Dance / Nu Disco
Shakedown,At Night,F min,122,Indie Dance / Nu Disco
Damon Jee,Drifter,D maj,122,Indie Dance / Nu Disco
Purple Disco Machine,Body Funk,A maj,122,Indie Dance / Nu Disco
Dino Lenny,Tokyo,C maj,122,Indie Dance / Nu Disco
Purple Disco Machine,Dished (Male Stripper),A♭ maj,123,Indie Dance / Nu Disco
Yør Kultura,Shimming,B min,115,Indie Dance / Nu Disco
Glowal,Skin,D♯ min,124,Indie Dance / Nu Disco
Glowal,Revolver,D min,124,Indie Dance / Nu Disco
Catz 'n Dogz,New Love,A min,127,Indie Dance / Nu Disco
Patawawa,Wires,D maj,120,Indie Dance / Nu Disco
Damon Jee,Keeper,C♯ maj,120,Indie Dance / Nu Disco
Discoslap,Move Your Body,E min,123,Indie Dance / Nu Disco
Tunnelvisions,Imaja's Drum,F maj,122,Indie Dance / Nu Disco
Curses,Surrender,D min,134,Indie Dance / Nu Disco
Whitesquare,Haccidic,C maj,120,Indie Dance / Nu Disco
Red Axes,Sound Test,A min,120,Indie Dance / Nu Disco
Peggy Gou,It Makes You Forget (Itgehane),G min,125,Indie Dance / Nu Disco
Krystal Klear,Neutron Dance,G maj,125,Indie Dance / Nu Disco
Prospa,Prayer,D♯ min,123,Indie Dance / Nu Disco
Glowal,Without End,D♯ min,124,Indie Dance / Nu Disco
Alex Niggemann,"Love, Music, People",E maj,122,Indie Dance / Nu Disco
Speaking In Tongues,Mood Swing,G♯ maj,120,Indie Dance / Nu Disco
Panthera Krause,Genki Girl,C maj,123,Indie Dance / Nu Disco
Lakeshore Commission,Together (Right Now),A min,120,Indie Dance / Nu Disco
Moscoman,Wave Rave,B min,122,Indie Dance / Nu Disco
Marcus Meinhardt,Motel 13,G min,120,Indie Dance / Nu Disco
Whitesquare,Time Balance,G min,121,Indie Dance / Nu Disco
Jenia Tarsol,Takadoom,F maj,120,Indie Dance / Nu Disco
Djedjotronic,Are Friends Electric,B maj,119,Indie Dance / Nu Disco
Rebolledo,The Fog and The Forest,A maj,122,Indie Dance / Nu Disco
Krystal Klear,Euphoric Dreams,F♯ maj,125,Indie Dance / Nu Disco
Moscoman,Rite,D min,119,Indie Dance / Nu Disco
Auntie Flo,Kabsa,F min,117,Indie Dance / Nu Disco
Curses,Surrender,D min,122,Indie Dance / Nu Disco
Marcus Meinhardt,Dschungelcamp,F♯ maj,120,Indie Dance / Nu Disco
Glowal,Cries,A min,122,Indie Dance / Nu Disco
Yuksek,Showbiz Feat. Villa,D♯ min,118,Indie Dance / Nu Disco
Younger Rebinds,Tim's Symphony,D♭ min,122,Indie Dance / Nu Disco
Alex Niggemann,Rise Of The Machines,E maj,117,Indie Dance / Nu Disco
Dubfire,The End To My Beginning,A maj,121,Indie Dance / Nu Disco
Alex Niggemann,"Love, Music, People",E maj,122,Indie Dance / Nu Disco
Jennifer Touch,Chemistry,A min,123,Indie Dance / Nu Disco
Years & Years,Play,B min,125,Indie Dance / Nu Disco
Red Axes,Kookoo Papa,F♯ maj,120,Indie Dance / Nu Disco
Todd Terje,Inspector Norse,F maj,120,Indie Dance / Nu Disco
Pachanga Boys,Time,F maj,124,Indie Dance / Nu Disco
Auntie Flo,Baba,F min,116,Indie Dance / Nu Disco
Todh Teri,Sampadan 1,A min,119,Indie Dance / Nu Disco
Speaking In Tongues,Eraser,D min,122,Indie Dance / Nu Disco
Luces,Adios,A min,120,Indie Dance / Nu Disco
Feel Fly,Il teorema del delirio,E min,117,Indie Dance / Nu Disco
Elfenberg,Cuzco,D maj,116,Indie Dance / Nu Disco
Kincaid,Big Fat Head feat. Blancmange,E min,120,Indie Dance / Nu Disco
Damon Jee,Ride Alone,G maj,120,Indie Dance / Nu Disco
Moscoman,550,E maj,122,Indie Dance / Nu Disco
Andy Bros,Diamante Blu,D min,120,Indie Dance / Nu Disco
Andy Bros,Dreams,A min,122,Indie Dance / Nu Disco
Maceo Plex,Mutant Disco feat. Maars,E maj,124,Indie Dance / Nu Disco
WhoMadeWho,Violently Happy,A min,116,Indie Dance / Nu Disco
Drugface,In The Clouds,G maj,120,Indie Dance / Nu Disco
Depeche Mode,Cover Me,F min,122,Indie Dance / Nu Disco
Auntie Flo,Kabsa,F min,120,Indie Dance / Nu Disco
Dino Lenny,Tokyo,C maj,124,Indie Dance / Nu Disco
BOg,Jahar,G maj,122,Indie Dance / Nu Disco
Pardon Moi,Power to the People,F maj,118,Indie Dance / Nu Disco
Moscoman,Dinner For One,A min,125,Indie Dance / Nu Disco
Fort Romeau,Eye of Re,F min,123,Indie Dance / Nu Disco
Red Axes,Sipoor,A♭ maj,118,Indie Dance / Nu Disco
Coeo,Like It Is,B♭ min,119,Indie Dance / Nu Disco
Sutja Gutierrez,"I'm Wild, Oh I See",D maj,116,Indie Dance / Nu Disco
Yør Kultura,Cosmic Tribal,D♯ maj,115,Indie Dance / Nu Disco
Krystal Klear,Miyoki,F maj,117,Indie Dance / Nu Disco
